UDI,Product_ID,Type,Air_temperature__K_,Process_temperature__K_,Rotational_speed__rpm_,Torque__Nm_,Tool_wear__min_,Machine_failure,TWF,HDF,PWF,OSF,RNF
8457,L55636,L,298.6,309.9,1556,38.6,36,0,0,0,0,0,0
2660,H32073,H,299.8,309.3,1595,32.1,183,0,0,0,0,0,0
3182,L50361,L,300.2,309.4,1527,37.0,194,0,0,0,0,0,0
6708,L53887,L,301.3,310.6,1556,39.0,72,0,0,0,0,0,0
9287,L56466,L,298.2,308.9,1605,32.0,79,0,0,0,0,0,0
5403,L52582,L,302.7,312.3,1421,48.5,0,0,0,0,0,0,0
8233,L55412,L,299.1,310.6,1326,49.7,78,0,0,0,0,0,0
5810,H35223,H,301.3,311.0,1580,36.6,184,0,0,0,0,0,0
356,L47535,L,297.6,308.3,1623,36.9,61,0,0,0,0,0,0
3690,L50869,L,302.1,311.4,1889,22.7,194,0,0,0,0,0,0
2011,L49190,L,298.6,308.3,1278,60.5,32,0,0,0,0,0,0
1890,H31303,H,297.7,307.4,1432,40.2,132,0,0,0,0,0,0
4870,L52049,L,303.7,312.4,1718,26.5,130,0,0,0,0,0,0
81,H29494,H,298.8,308.8,1445,49.9,4,0,0,0,0,0,0
5799,L52978,L,301.5,310.9,1600,39.0,160,0,0,0,0,0,0
8771,L55950,L,297.4,308.6,1680,32.8,200,0,0,0,0,0,0
7210,L54389,L,299.8,309.7,1624,34.2,96,0,0,0,0,0,0
8979,L56158,L,296.9,307.6,1435,45.0,119,0,0,0,0,0,0
774,L47953,L,296.8,308.0,1510,39.4,29,0,0,0,0,0,0
9127,L56306,L,297.4,308.5,1477,40.7,74,0,0,0,0,0,0
7516,M22375,M,300.4,311.9,1335,58.3,9,0,0,0,0,0,0
382,L47561,L,297.5,308.5,1546,40.4,129,0,0,0,0,0,0
6242,L53421,L,301.1,310.5,1324,52.4,171,0,0,0,0,0,0
6227,H35640,H,301.3,311.0,1341,59.3,134,0,0,0,0,0,0
9380,L56559,L,297.5,308.2,1419,48.5,108,0,0,0,0,0,0
3458,M18317,M,301.5,310.4,2639,12.0,21,1,0,0,1,0,0
2991,L50170,L,300.6,309.8,1688,28.6,135,0,0,0,0,0,0
1148,M16007,M,297.1,308.0,1690,25.6,159,0,0,0,0,0,0
4208,M19067,M,302.3,310.9,1710,30.4,218,1,1,0,0,0,0
6240,L53419,L,301.2,310.7,1644,31.6,166,0,0,0,0,0,0
939,L48118,L,295.6,306.2,1823,25.8,29,0,0,0,0,0,0
6241,M21100,M,301.2,310.7,1394,42.8,168,0,0,0,0,0,0
1468,L48647,L,298.6,309.8,1544,30.2,113,0,0,0,0,0,0
746,L47925,L,296.7,308.0,1451,50.7,197,0,0,0,0,0,0
8138,H37551,H,299.5,310.8,1600,32.4,67,0,0,0,0,0,0
979,M15838,M,296.2,306.8,1526,42.3,129,0,0,0,0,0,0
7319,H36732,H,299.9,310.3,1535,43.9,154,0,0,0,0,0,0
5214,M20073,M,303.7,312.6,1429,43.3,189,0,0,0,0,0,0
306,L47485,L,297.8,308.4,2129,19.2,148,0,0,0,0,0,0
49,H29462,H,298.8,309.2,1425,53.9,135,0,0,0,0,0,0
1009,L48188,L,296.2,307.1,1441,41.7,3,0,0,0,0,0,0
7583,H36996,H,300.4,311.2,1489,45.3,180,0,0,0,0,0,0
461,H29874,H,297.3,308.6,1431,42.0,109,0,0,0,0,0,0
4774,L51953,L,303.6,312.0,1391,50.3,101,0,0,0,0,0,0
8110,L55289,L,300.3,311.7,1821,26.3,202,0,0,0,0,0,0
8517,L55696,L,298.3,309.6,1527,30.9,189,0,0,0,0,0,0
2699,L49878,L,300.0,309.4,2010,20.0,55,0,0,0,0,0,0
5960,L53139,L,300.6,310.8,1378,51.2,119,0,0,0,0,0,0
6761,L53940,L,301.5,310.9,1451,40.6,0,0,0,0,0,0,0
946,M15805,M,295.7,306.3,1347,50.4,46,0,0,0,0,0,0
7844,M22703,M,300.1,311.7,1400,48.5,205,0,0,0,0,0,0
6693,M21552,M,301.8,311.0,1839,23.6,30,0,0,0,0,0,0
2104,M16963,M,299.3,309.1,1376,46.7,49,0,0,0,0,0,0
7298,L54477,L,300.1,310.5,1500,39.8,107,0,0,0,0,0,0
9513,L56692,L,299.0,310.2,1575,37.8,42,0,0,0,0,0,0
9900,L57079,L,298.7,309.2,1586,31.4,180,0,0,0,0,0,0
7361,L54540,L,299.5,310.1,1585,35.2,50,0,0,0,0,0,0
619,H30032,H,298.2,310.0,1433,44.2,68,0,0,0,0,0,0
1591,L48770,L,298.2,308.4,1497,37.7,207,0,0,0,0,0,0
5008,L52187,L,303.8,312.9,1442,48.3,52,0,0,0,0,0,0
3382,L50561,L,301.3,310.6,1376,47.6,45,0,0,0,0,0,0
4110,M18969,M,301.9,310.6,1475,47.8,179,0,0,0,0,0,0
2521,L49700,L,298.8,308.6,1535,41.2,40,0,0,0,0,0,0
9563,M24422,M,299.7,311.0,1435,50.1,168,0,0,0,0,0,0
5588,L52767,L,302.5,311.9,1481,42.9,52,0,0,0,0,0,0
8080,L55259,L,300.2,311.5,1528,36.1,125,0,0,0,0,0,0
5181,L52360,L,304.0,313.2,1584,38.7,104,0,0,0,0,0,0
9628,M24487,M,298.9,310.0,1487,36.6,129,0,0,0,0,0,0
5971,L53150,L,300.4,310.8,1520,37.6,151,0,0,0,0,0,0
4706,L51885,L,303.6,311.8,1614,33.2,155,0,0,0,0,0,0
9929,M24788,M,298.4,308.5,1576,27.4,55,0,0,0,0,0,0
6677,L53856,L,301.5,310.7,1423,44.0,222,0,0,0,0,0,0
740,L47919,L,296.9,308.4,1390,41.8,184,0,0,0,0,0,0
7153,L54332,L,300.2,309.9,1566,36.4,170,0,0,0,0,0,0
5020,M19879,M,304.0,313.1,1466,39.5,83,0,0,0,0,0,0
3122,L50301,L,300.1,309.4,2141,17.9,33,0,0,0,0,0,0
7678,L54857,L,300.6,311.7,1428,52.6,208,0,0,0,0,0,0
5675,M20534,M,302.2,311.7,1393,42.5,53,0,0,0,0,0,0
1820,M16679,M,298.1,307.6,2066,19.2,150,0,0,0,0,0,0
7945,L55124,L,300.8,311.7,1414,49.0,10,0,0,0,0,0,0
5794,L52973,L,301.8,311.3,1471,44.2,148,0,0,0,0,0,0
8341,M23200,M,298.8,309.7,1480,38.1,157,0,0,0,0,0,0
6185,L53364,L,301.0,311.0,1553,35.8,26,0,0,0,0,0,0
7307,L54486,L,300.1,310.5,1356,45.8,126,0,0,0,0,0,0
7724,L54903,L,300.5,311.6,1730,30.2,106,0,0,0,0,0,0
2837,M17696,M,300.3,309.1,1458,44.3,175,0,0,0,0,0,0
5208,M20067,M,303.8,312.7,1488,41.3,175,0,0,0,0,0,0
9973,L57152,L,298.6,308.2,1390,51.4,168,0,0,0,0,0,0
8386,H37799,H,298.8,309.8,1563,38.8,65,0,0,0,0,0,0
4530,M19389,M,302.4,310.4,1586,34.3,149,0,0,0,0,0,0
4316,M19175,M,301.4,310.0,1651,29.8,44,0,0,0,0,0,0
9756,H39169,H,298.5,309.7,1561,35.3,208,0,0,0,0,0,0
716,L47895,L,297.4,308.6,1324,59.1,118,0,0,0,0,0,0
8802,L55981,L,297.4,308.6,1488,36.4,71,0,0,0,0,0,0
2329,L49508,L,299.3,308.7,1579,36.3,211,0,0,0,0,0,0
5435,L52614,L,302.9,312.5,1629,30.4,74,0,0,0,0,0,0
6604,M21463,M,301.5,310.6,1403,47.4,34,0,0,0,0,0,0
7172,M22031,M,300.2,310.2,1438,51.5,7,0,0,0,0,0,0
3487,L50666,L,301.9,310.8,1650,29.8,94,0,0,0,0,0,0
4121,M18980,M,302.1,310.7,1376,46.3,210,1,0,1,0,0,0
4395,L51574,L,302.2,310.0,1483,48.7,20,0,0,0,0,0,0
9971,H39384,H,298.4,308.1,1891,24.7,158,0,0,0,0,0,0
9467,L56646,L,298.6,309.4,1471,48.0,141,0,0,0,0,0,0
2371,L49550,L,299.2,308.4,1620,34.1,89,0,0,0,0,0,0
4917,H34330,H,303.4,312.3,1769,27.9,40,0,0,0,0,0,0
4599,L51778,L,303.1,311.2,1399,49.2,111,0,0,0,0,0,0
3011,L50190,L,300.3,309.6,1537,37.1,187,0,0,0,0,0,0
1960,M16819,M,297.8,307.6,1352,49.4,102,0,0,0,0,0,0
9970,L57149,L,298.4,308.1,1491,50.0,156,0,0,0,0,0,0
4928,M19787,M,303.5,312.3,1543,33.3,71,0,0,0,0,0,0
4953,M19812,M,303.8,312.7,1374,53.6,136,0,0,0,0,0,0
9901,H39314,H,298.7,309.2,1449,42.3,182,0,0,0,0,0,0
4030,H33443,H,302.0,310.9,1679,29.0,222,0,0,0,0,0,0
1719,M16578,M,298.2,307.7,1681,31.0,84,0,0,0,0,0,0
6916,L54095,L,301.0,311.4,1484,36.2,188,0,0,0,0,0,0
8249,L55428,L,298.9,310.3,1456,44.1,118,0,0,0,0,0,0
2634,L49813,L,300.1,309.8,1532,39.8,115,0,0,0,0,0,0
7286,M22145,M,300.2,310.4,1202,61.7,74,0,0,0,0,0,0
5658,L52837,L,302.3,311.5,1794,26.1,7,0,0,0,0,0,0
5166,L52345,L,304.2,313.4,1421,43.4,56,0,0,0,0,0,0
8314,M23173,M,298.8,310.0,1484,44.9,80,0,0,0,0,0,0
8086,L55265,L,300.2,311.4,1331,49.8,143,0,0,0,0,0,0
5510,L52689,L,302.8,312.2,1509,36.5,52,0,0,0,0,0,1
1683,H31096,H,297.9,307.4,1604,36.1,225,1,1,0,0,0,0
5338,M20197,M,303.3,312.6,1482,44.4,73,0,0,0,0,0,0
1103,L48282,L,296.8,307.5,1347,54.8,43,0,0,0,0,0,0
7700,M22559,M,300.7,311.5,1441,40.6,33,0,0,0,0,0,0
8899,L56078,L,297.4,308.6,1532,38.7,136,0,0,0,0,0,0
9424,L56603,L,298.1,308.5,1676,30.5,22,0,0,0,0,0,0
2274,L49453,L,299.3,308.5,1589,32.7,74,0,0,0,0,0,0
1727,L48906,L,298.3,307.8,1906,22.1,104,0,0,0,0,0,0
7011,M21870,M,300.5,310.5,1469,42.9,14,0,0,0,0,0,0
2083,H31496,H,299.4,309.2,1513,36.1,212,0,0,0,0,0,0
7344,L54523,L,299.6,310.2,1468,48.0,9,0,0,0,0,0,0
3498,L50677,L,301.9,311.0,1642,33.1,126,0,0,0,0,0,0
9280,M24139,M,298.2,308.8,1645,28.2,58,0,0,0,0,0,0
3386,L50565,L,301.5,310.7,1466,43.6,56,0,0,0,0,0,0
4521,L51700,L,302.4,310.4,1456,47.6,127,0,0,0,0,0,0
5439,L52618,L,302.9,312.5,1683,32.1,85,0,0,0,0,0,0
8939,M23798,M,297.4,308.4,1517,41.0,18,0,0,0,0,0,0
5476,L52655,L,302.7,312.2,1336,46.8,179,0,0,0,0,0,0
4367,L51546,L,302.0,309.9,1388,51.4,183,0,0,0,0,0,0
9054,M23913,M,297.4,308.5,1638,32.2,84,0,0,0,0,0,0
2387,L49566,L,299.1,308.4,1543,37.9,130,0,0,0,0,0,0
9276,L56455,L,298.2,308.7,1605,29.4,47,0,0,0,0,0,0
1709,L48888,L,298.2,307.8,1627,31.5,64,0,0,0,0,0,0
1163,L48342,L,296.9,307.8,1400,57.1,202,1,0,0,0,1,0
2551,L49730,L,299.4,309.3,1366,48.4,116,0,0,0,0,0,0
4243,L51422,L,302.4,311.0,1462,48.5,81,0,0,0,0,0,0
7128,L54307,L,300.6,310.0,1438,53.8,103,0,0,0,0,0,0
1695,L48874,L,298.0,307.5,1618,35.2,31,0,0,0,0,0,0
1292,M16151,M,298.6,309.7,1675,28.4,115,0,0,0,0,0,0
908,M15767,M,295.6,306.1,1669,29.0,161,0,0,0,0,0,0
6391,L53570,L,300.3,309.8,1450,55.0,135,0,0,0,0,0,0
4041,L51220,L,302.0,310.8,1767,27.4,11,0,0,0,0,0,0
4495,H33908,H,302.6,310.4,1649,30.1,62,0,0,0,0,0,0
2752,L49931,L,299.7,309.1,1417,50.1,187,0,0,0,0,0,0
7097,L54276,L,300.6,310.2,1489,47.8,21,0,0,0,0,0,0
9291,L56470,L,298.2,309.0,1418,44.2,87,0,0,0,0,0,0
1988,M16847,M,298.2,307.8,1599,31.2,173,0,0,0,0,0,0
4476,L51655,L,302.7,310.5,1351,41.8,10,1,0,1,0,0,0
4004,L51183,L,302.1,311.2,1519,39.3,155,0,0,0,0,0,0
9194,M24053,M,297.9,309.0,1530,40.9,42,0,0,0,0,0,0
3502,H32915,H,301.9,311.0,1291,63.6,137,0,0,0,0,0,0
4450,M19309,M,302.4,310.3,1378,54.3,165,1,0,1,0,0,0
874,L48053,L,295.9,306.4,1892,21.7,72,0,0,0,0,0,0
1107,L48286,L,296.7,307.6,1540,38.6,53,0,0,0,0,0,0
5359,H34772,H,303.3,312.6,1827,24.2,132,0,0,0,0,0,0
490,M15349,M,297.5,309.2,1347,55.8,188,0,0,0,0,0,0
3770,M18629,M,302.2,311.0,1436,47.0,187,0,0,0,0,0,0
7124,M21983,M,300.9,310.4,1576,40.4,92,0,0,0,0,0,0
9962,L57141,L,298.2,307.9,1399,54.9,139,0,0,0,0,0,0
7238,M22097,M,299.8,310.0,1632,33.7,172,0,0,0,0,0,0
6378,L53557,L,300.1,309.6,1541,37.0,96,0,0,0,0,0,0
6381,L53560,L,300.2,309.8,1430,55.0,102,0,0,0,0,0,0
1273,H30686,H,298.0,309.4,1562,38.1,58,0,0,0,0,0,0
9761,M24620,M,298.5,309.6,1509,47.3,2,0,0,0,0,0,0
532,L47711,L,297.6,309.5,1549,34.9,68,0,0,0,0,0,0
8710,L55889,L,297.1,308.5,1578,35.6,46,0,0,0,0,0,0
1558,L48737,L,298.3,308.4,1585,30.6,127,0,0,0,0,0,0
708,L47887,L,297.7,308.9,1838,27.3,99,0,0,0,0,0,0
8123,M22982,M,300.2,311.6,1533,46.4,24,0,0,0,0,0,0
6650,M21509,M,301.5,310.4,1350,54.9,153,0,0,0,0,0,0
809,L47988,L,296.9,307.7,1424,43.3,120,0,0,0,0,0,0
3672,M18531,M,302.3,311.7,1486,39.6,147,0,0,0,0,0,0
4162,H33575,H,301.9,310.3,1653,32.4,100,0,0,0,0,0,0
5806,M20665,M,301.4,310.9,1557,39.3,174,0,0,0,0,0,0
5421,L52600,L,302.6,312.3,1512,34.2,44,0,0,0,0,0,0
2156,L49335,L,299.3,308.8,1341,47.7,199,0,0,0,0,0,0
2916,L50095,L,300.5,309.5,1255,62.1,138,0,0,0,0,0,0
9361,L56540,L,298.0,308.6,1532,42.6,54,0,0,0,0,0,0
2714,M17573,M,299.6,309.2,1651,30.8,92,0,0,0,0,0,0
5705,L52884,L,302.5,311.8,1335,52.7,135,0,0,0,0,0,0
7312,H36725,H,300.0,310.5,1558,36.7,137,0,0,0,0,0,0
8243,M23102,M,299.0,310.3,1689,29.7,101,0,0,0,0,0,0
8163,L55342,L,299.6,311.0,1574,35.0,133,0,0,0,0,0,0
4232,L51411,L,302.2,310.8,1340,47.8,54,0,0,0,0,0,0
7190,L54369,L,300.4,310.4,1486,46.3,48,0,0,0,0,0,0
5203,L52382,L,303.7,312.7,1335,51.1,161,0,0,0,0,0,0
6426,L53605,L,300.3,309.9,1393,56.1,12,0,0,0,0,0,0
2564,L49743,L,299.3,309.1,1496,37.2,149,0,0,0,0,0,0
6087,L53266,L,300.9,310.8,1482,37.0,5,0,0,0,0,0,0
9975,L57154,L,298.6,308.2,1361,68.2,172,1,0,0,1,1,0
3657,M18516,M,302.1,311.5,1383,53.6,108,0,0,0,0,0,0
7663,M22522,M,300.5,311.6,1658,30.4,170,0,0,0,0,0,0
5064,H34477,H,304.0,312.9,1495,46.6,0,0,0,0,0,0,0
567,M15426,M,297.6,309.7,1541,33.7,165,0,0,0,0,0,0
8566,L55745,L,298.0,308.8,1489,36.5,109,0,0,0,0,0,0
3861,L51040,L,302.6,311.5,1427,38.9,213,0,0,0,0,0,0
9069,H38482,H,297.1,308.2,1790,30.3,128,0,0,0,0,0,0
9518,L56697,L,298.9,310.1,1523,39.1,53,0,0,0,0,0,0
2726,L49905,L,299.8,309.4,1555,34.8,122,0,0,0,0,0,0
6335,M21194,M,300.4,309.8,1725,30.4,195,0,0,0,0,0,0
361,M15220,M,297.5,308.3,1521,38.2,74,0,0,0,0,0,0
7794,L54973,L,300.1,311.5,1434,40.8,80,0,0,0,0,0,0
2314,M17173,M,299.1,308.8,1725,26.6,172,0,0,0,0,0,0
447,L47626,L,297.5,308.6,1452,39.0,72,0,0,0,0,0,0
5722,M20581,M,302.3,311.8,1443,43.4,175,0,0,0,0,0,0
7901,L55080,L,300.8,312.4,1825,23.8,127,0,0,0,0,0,0
2160,M17019,M,299.5,309.0,1602,31.3,210,0,0,0,0,0,0
8556,L55735,L,298.2,309.0,1596,37.2,87,0,0,0,0,0,0
9943,L57122,L,298.4,308.1,1375,50.8,94,0,0,0,0,0,0
585,H29998,H,297.6,309.6,1419,48.2,215,0,0,0,0,0,0
7722,L54901,L,300.5,311.6,1425,42.4,102,0,0,0,0,0,0
211,L47390,L,298.4,308.7,1523,36.1,126,0,0,0,0,0,0
2436,L49615,L,298.9,308.2,1686,30.4,53,0,0,0,0,0,0
53,H29466,H,298.8,309.0,1497,43.8,147,0,0,0,0,0,0
2764,L49943,L,299.8,309.2,1491,47.5,216,0,0,0,0,0,0
3133,L50312,L,300.1,309.5,1557,40.6,59,0,0,0,0,0,0
5096,M19955,M,304.1,313.5,1428,39.9,88,0,0,0,0,0,0
1515,M16374,M,298.1,308.8,1628,37.6,12,0,0,0,0,0,0
9403,L56582,L,297.7,308.1,1734,30.7,177,0,0,0,0,0,0
8425,L55604,L,299.1,310.6,1380,44.7,170,0,0,0,0,0,0
3050,L50229,L,300.1,309.2,1326,55.9,55,0,0,0,0,0,0
4118,L51297,L,301.9,310.5,1340,55.7,204,1,0,0,0,1,0
9587,L56766,L,299.4,310.6,1348,54.5,22,0,0,0,0,0,0
6425,M21284,M,300.3,310.0,1409,43.2,9,0,0,0,0,0,0
9437,L56616,L,298.0,308.6,1481,42.5,54,0,0,0,0,0,0
8474,M23333,M,298.6,309.8,1430,43.1,80,0,0,0,0,0,0
4595,M19454,M,303.0,311.2,1387,41.4,100,0,0,0,0,0,0
7818,H37231,H,299.8,311.3,1785,25.4,139,0,0,0,0,0,0
1270,L48449,L,298.1,309.5,1467,41.8,48,0,0,0,0,0,0
1114,M15973,M,296.6,307.4,1790,25.8,72,0,0,0,0,0,0
9133,M23992,M,297.6,308.6,1585,42.0,90,0,0,0,0,0,0
6063,M20922,M,301.1,311.2,1407,53.0,165,0,0,0,0,0,0
7475,L54654,L,300.3,311.7,1989,22.3,121,0,0,0,0,0,0
6830,H36243,H,300.9,310.9,1474,35.7,175,0,0,0,0,0,0
6775,H36188,H,301.2,310.7,1747,27.3,35,0,0,0,0,0,0
1278,M16137,M,298.2,309.4,1408,46.5,76,0,0,0,0,0,0
7563,M22422,M,300.3,311.1,1350,58.7,130,0,0,0,0,0,0
148,L47327,L,298.4,308.4,1515,40.1,179,0,0,0,0,0,0
1708,L48887,L,298.2,307.8,1439,41.6,62,0,0,0,0,0,0
9172,M24031,M,297.7,308.8,1388,45.6,190,0,0,0,0,0,0
482,M15341,M,297.3,309.0,1556,39.5,168,0,0,0,0,0,0
5894,M20753,M,301.3,311.0,1410,52.7,161,0,0,0,0,0,0
120,L47299,L,298.7,308.5,1467,40.7,106,0,0,0,0,0,0
6979,L54158,L,300.7,311.1,1427,50.3,137,0,0,0,0,0,0
3452,L50631,L,301.6,310.6,1455,43.9,0,0,0,0,0,0,0
8151,M23010,M,299.5,310.7,1424,41.3,101,0,0,0,0,0,0
9821,M24680,M,298.6,309.5,1568,36.7,182,0,0,0,0,0,0
648,L47827,L,297.7,309.3,1559,36.9,145,0,0,0,0,0,0
1197,M16056,M,297.0,307.9,1493,34.7,57,0,0,0,0,0,0
6829,L54008,L,301.0,310.9,1392,52.9,173,0,0,0,0,0,0
8445,M23304,M,298.6,309.9,1818,24.9,9,0,0,0,0,0,0
9395,L56574,L,297.7,308.2,1334,53.0,156,0,0,0,0,0,0
3901,M18760,M,302.1,311.1,1450,51.6,86,0,0,0,0,0,0
6575,L53754,L,301.4,310.6,1578,33.0,181,0,0,0,0,0,0
8539,L55718,L,298.5,309.4,1548,37.7,43,0,0,0,0,0,0
7419,M22278,M,300.2,311.4,1427,39.7,196,0,0,0,0,0,0
9092,M23951,M,297.2,308.0,1765,31.1,191,0,0,0,0,0,0
4593,L51772,L,302.9,311.1,1555,33.9,96,0,0,0,0,0,0
9770,L56949,L,298.6,309.6,1386,48.6,25,0,0,0,0,0,0
9989,L57168,L,298.9,308.6,1771,24.1,213,0,0,0,0,0,0
1465,L48644,L,298.8,310.0,1412,46.3,107,0,0,0,0,0,0
4047,M18906,M,301.9,310.9,1421,46.2,26,0,0,0,0,0,0
6486,L53665,L,300.6,309.8,1629,37.6,162,0,0,0,0,0,0
4857,M19716,M,303.6,312.3,1698,31.3,100,0,0,0,0,0,0
369,L47548,L,297.5,308.4,1489,39.5,96,0,0,0,0,0,0
3375,L50554,L,301.4,310.7,1376,50.6,25,0,0,0,0,0,0
7802,L54981,L,300.0,311.4,1383,49.6,101,0,0,0,0,0,0
4108,L51287,L,302.0,310.5,1809,27.1,175,0,0,0,0,0,0
3768,L50947,L,302.3,311.1,1630,35.6,183,0,0,0,0,0,0
3869,M18728,M,302.7,311.7,1759,29.9,5,0,0,0,0,0,0
5019,M19878,M,303.9,313.0,1620,36.6,80,0,0,0,0,0,0
321,H29734,H,297.8,308.4,1550,38.2,185,0,0,0,0,0,0
7492,L54671,L,300.4,311.8,1320,57.9,168,0,0,0,0,0,0
7141,L54320,L,300.5,309.9,1382,46.5,134,0,0,0,0,0,0
4781,L51960,L,303.7,312.4,1404,46.6,119,0,0,0,0,0,0
3981,M18840,M,302.2,311.3,1375,47.0,98,0,0,0,0,0,0
8175,L55354,L,299.9,311.3,1371,52.3,167,0,0,0,0,0,0
9208,L56387,L,297.9,308.8,1386,48.6,75,0,0,0,0,0,0
2109,H31522,H,299.4,309.0,1415,51.7,62,0,0,0,0,0,0
760,M15619,M,296.7,307.8,1537,36.3,233,0,0,0,0,0,0
7434,M22293,M,300.1,311.4,1913,21.9,15,0,0,0,0,0,0
4427,L51606,L,302.6,310.3,1479,40.4,105,0,0,0,0,0,0
1322,L48501,L,298.9,310.2,1362,53.0,185,0,0,0,0,0,0
1326,H30739,H,298.8,310.1,1567,36.8,197,0,0,0,0,0,0
8809,L55988,L,297.4,308.6,1446,48.1,88,0,0,0,0,0,0
6401,L53580,L,300.1,309.7,1601,35.8,160,0,0,0,0,0,0
6747,M21606,M,301.7,311.1,1578,40.5,174,0,0,0,0,0,0
8812,L55991,L,297.2,308.5,1574,35.8,95,0,0,0,0,0,0
7396,M22255,M,299.7,310.6,1572,38.0,139,0,0,0,0,0,0
8126,L55305,L,300.2,311.4,1452,47.8,34,0,0,0,0,0,0
2255,L49434,L,299.1,308.3,1325,46.9,28,0,0,0,0,0,0
7199,M22058,M,300.0,309.9,1530,34.5,71,0,0,0,0,0,0
810,L47989,L,296.9,307.6,1452,45.7,122,0,0,0,0,0,0
2828,L50007,L,300.4,309.4,1412,51.6,153,0,0,0,0,0,0
3958,L51137,L,302.2,311.4,1510,44.9,33,0,0,0,0,0,0
898,L48077,L,295.6,306.2,1612,31.2,131,0,0,0,0,0,0
5847,L53026,L,301.4,311.3,1674,33.3,46,0,0,0,0,0,0
3695,M18554,M,302.1,311.3,1511,45.0,204,0,0,0,0,0,0
9525,H38938,H,299.0,310.3,1658,27.6,69,0,0,0,0,0,0
2879,H32292,H,300.5,309.4,1502,34.3,40,0,0,0,0,0,0
2396,M17255,M,299.2,308.5,1742,28.9,150,0,0,0,0,0,0
1020,L48199,L,296.3,307.3,1398,52.7,31,0,0,0,0,0,0
797,M15656,M,296.9,307.9,2010,18.9,86,0,0,0,0,0,0
8071,M22930,M,300.5,312.0,1867,23.0,103,0,0,0,0,0,0
1056,L48235,L,296.8,307.8,1480,39.4,122,0,0,0,0,0,0
9580,L56759,L,299.5,310.7,1589,33.5,5,0,0,0,0,0,0
2833,M17692,M,300.4,309.3,1467,40.3,166,0,0,0,0,0,0
6235,L53414,L,301.2,310.8,1479,41.2,155,0,0,0,0,0,0
5059,L52238,L,303.9,312.9,1526,42.5,194,0,0,0,0,0,0
7791,L54970,L,300.1,311.4,1729,29.3,71,0,0,0,0,0,0
4841,L52020,L,303.4,311.9,1298,63.9,59,1,0,1,0,0,0
7582,M22441,M,300.4,311.2,1366,56.1,177,0,0,0,0,0,0
9637,L56816,L,299.2,310.3,1507,41.3,158,0,0,0,0,0,0
1962,L49141,L,297.8,307.5,1448,51.2,107,0,0,0,0,0,0
4453,M19312,M,302.5,310.3,1447,39.2,172,0,0,0,0,0,0
7721,H37134,H,300.5,311.6,1476,41.7,97,0,0,0,0,0,0
859,M15718,M,296.2,307.0,1516,37.6,25,0,0,0,0,0,0
5082,M19941,M,304.1,313.3,1494,39.0,49,0,0,0,0,0,0
1286,M16145,M,298.5,309.6,1492,41.7,100,0,0,0,0,0,0
5409,L52588,L,302.6,312.4,1628,33.0,15,0,0,0,0,0,0
5101,M19960,M,304.2,313.5,1437,47.2,102,0,0,0,0,0,0
1874,L49053,L,298.4,308.1,1367,57.8,92,0,0,0,0,0,0
6929,L54108,L,301.1,311.7,1816,24.5,7,0,0,0,0,0,0
8578,L55757,L,297.6,308.3,1502,43.2,139,0,0,0,0,0,0
5927,L53106,L,300.2,310.1,1440,51.1,41,0,0,0,0,0,0
892,L48071,L,295.7,306.1,1408,47.9,117,0,0,0,0,0,0
2650,M17509,M,299.9,309.5,1582,38.2,160,0,0,0,0,0,0
3602,L50781,L,301.7,310.5,1377,43.1,183,0,0,0,0,0,0
9469,L56648,L,298.6,309.4,1375,55.4,145,0,0,0,0,0,0
2405,M17264,M,299.1,308.7,2008,20.3,178,0,0,0,0,0,0
2549,M17408,M,299.3,309.2,1440,37.5,111,0,0,0,0,0,0
2121,H31534,H,299.2,308.8,1908,21.3,104,0,0,0,0,0,0
7455,L54634,L,300.2,311.6,1446,47.3,66,0,0,0,0,0,0
5597,M20456,M,302.7,312.0,1538,36.7,74,0,0,0,0,0,0
838,L48017,L,296.6,307.4,1465,47.8,187,0,0,0,0,0,0
4703,L51882,L,303.6,311.8,1222,66.8,148,1,0,1,0,0,0
5089,L52268,L,304.0,313.1,1465,41.0,69,0,0,0,0,0,0
8844,H38257,H,297.3,308.8,1564,38.0,191,0,0,0,0,0,0
1118,L48297,L,296.5,307.4,1523,40.7,85,0,0,0,0,0,0
1985,M16844,M,298.0,307.5,1387,45.5,166,0,0,0,0,0,0
9426,M24285,M,298.1,308.6,1415,46.3,27,0,0,0,0,0,0
5205,L52384,L,303.7,312.7,1989,22.4,166,0,0,0,0,0,0
9431,L56610,L,298.1,308.7,1671,28.8,41,0,0,0,0,0,0
1303,L48482,L,298.6,309.8,1505,45.7,144,0,0,0,0,0,1
9205,L56384,L,297.8,308.8,1621,36.1,68,0,0,0,0,0,0
6007,M20866,M,300.6,310.5,2156,18.0,16,0,0,0,0,0,0
6525,L53704,L,301.1,310.4,1874,24.8,47,0,0,0,0,0,0
6496,M21355,M,300.6,309.8,1694,31.1,187,0,0,0,0,0,0
6406,L53585,L,300.1,309.7,2151,17.5,173,0,0,0,0,0,0
8242,M23101,M,298.9,310.2,2099,20.0,98,0,0,0,0,0,0
2526,M17385,M,298.8,308.6,1598,35.1,52,0,0,0,0,0,0
7374,L54553,L,299.6,310.1,1553,38.0,83,0,0,0,0,0,0
598,H30011,H,297.6,309.6,1428,46.6,13,0,0,0,0,0,0
621,M15480,M,298.3,310.1,1389,49.6,75,0,0,0,0,0,0
